frame,x,y,visible
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,-1,-1,0
55,-1,-1,0
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,1008,417,1
61,1008,417,1
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,-1,-1,0
71,1092,509,1
72,1092,509,1
73,-1,-1,0
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,-1,-1,0
80,-1,-1,0
81,-1,-1,0
82,-1,-1,0
83,-1,-1,0
84,-1,-1,0
85,1183,564,1
86,1182,560,1
87,1184,560,1
88,1185,563,1
89,1185,563,1
90,-1,-1,0
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,1262,565,1
95,-1,-1,0
96,-1,-1,0
97,-1,-1,0
98,1196,703,1
99,-1,-1,0
100,1065,350,1
101,1065,350,1
102,1065,350,1
103,1065,350,1
104,1065,350,1
105,1066,350,1
106,-1,-1,0
107,-1,-1,0
108,1208,736,1
109,1208,751,1
110,1209,744,1
111,1210,743,1
112,1212,743,1
113,1213,750,1
114,1214,750,1
115,1215,758,1
116,-1,-1,0
117,1221,776,1
118,1221,776,1
119,-1,-1,0
120,-1,-1,0
121,1223,790,1
122,1224,791,1
123,1225,791,1
124,714,666,1
125,-1,-1,0
126,-1,-1,0
127,-1,-1,0
128,1226,806,1
129,-1,-1,0
130,-1,-1,0
131,-1,-1,0
132,-1,-1,0
133,-1,-1,0
134,-1,-1,0
135,-1,-1,0
136,-1,-1,0
137,-1,-1,0
138,-1,-1,0
139,-1,-1,0
140,-1,-1,0
141,-1,-1,0
142,-1,-1,0
143,-1,-1,0
144,-1,-1,0
145,-1,-1,0
146,-1,-1,0
147,-1,-1,0
148,-1,-1,0
149,-1,-1,0
150,-1,-1,0
151,-1,-1,0
152,-1,-1,0
153,-1,-1,0
154,-1,-1,0
155,-1,-1,0
156,-1,-1,0
157,-1,-1,0
158,-1,-1,0
159,-1,-1,0
160,1174,785,1
161,-1,-1,0
162,-1,-1,0
163,-1,-1,0
164,-1,-1,0
165,-1,-1,0
166,-1,-1,0
167,-1,-1,0
168,-1,-1,0
169,-1,-1,0
170,-1,-1,0
171,-1,-1,0
172,-1,-1,0
173,-1,-1,0
174,-1,-1,0
175,-1,-1,0
176,-1,-1,0
177,-1,-1,0
