frame,x,y,visible
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,1064,687,1
36,1064,687,1
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,1095,646,1
54,1095,646,1
55,1095,646,1
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,-1,-1,0
71,1123,441,1
72,1123,441,1
73,1133,409,1
74,1133,409,1
75,1133,409,1
76,1142,378,1
77,1142,378,1
78,1153,355,1
79,1153,355,1
80,1153,355,1
81,1161,338,1
82,1161,338,1
83,1169,323,1
84,1168,322,1
85,1169,323,1
86,1176,314,1
87,1183,309,1
88,1183,309,1
89,1191,307,1
90,1191,307,1
91,1196,312,1
92,1196,312,1
93,1196,312,1
94,-1,-1,0
95,-1,-1,0
96,1208,328,1
97,1208,328,1
98,1208,328,1
99,1212,340,1
100,1212,340,1
101,-1,-1,0
102,-1,-1,0
103,-1,-1,0
104,-1,-1,0
105,-1,-1,0
106,-1,-1,0
107,-1,-1,0
108,-1,-1,0
109,-1,-1,0
110,1228,447,1
111,1228,447,1
112,1230,476,1
113,1230,476,1
114,-1,-1,0
115,-1,-1,0
116,-1,-1,0
117,-1,-1,0
118,-1,-1,0
119,-1,-1,0
120,-1,-1,0
121,-1,-1,0
122,-1,-1,0
123,-1,-1,0
124,-1,-1,0
125,-1,-1,0
126,-1,-1,0
127,-1,-1,0
128,-1,-1,0
129,1197,495,1
130,1197,495,1
131,-1,-1,0
132,-1,-1,0
133,-1,-1,0
134,-1,-1,0
135,1158,444,1
136,1158,444,1
137,1145,432,1
138,1145,432,1
139,1145,432,1
140,1131,428,1
141,1131,428,1
142,1119,424,1
143,1119,424,1
144,1119,424,1
145,1109,423,1
146,1109,423,1
147,1096,427,1
148,1096,426,1
149,1096,426,1
150,1086,432,1
151,1086,432,1
152,1074,442,1
153,-1,-1,0
154,-1,-1,0
155,-1,-1,0
156,-1,-1,0
157,-1,-1,0
158,1046,487,1
159,1046,487,1
160,-1,-1,0
161,-1,-1,0
162,-1,-1,0
163,-1,-1,0
164,-1,-1,0
165,1724,653,1
166,1723,653,1
167,1723,652,1
168,-1,-1,0
169,-1,-1,0
170,992,399,1
171,-1,-1,0
172,982,391,1
173,982,391,1
174,970,384,1
175,970,384,1
176,970,384,1
177,959,381,1
178,949,379,1
179,949,379,1
180,949,379,1
181,936,381,1
182,936,381,1
183,926,386,1
184,926,386,1
185,926,386,1
186,916,394,1
187,916,394,1
188,904,406,1
189,904,407,1
190,904,406,1
191,894,419,1
192,894,419,1
193,883,437,1
194,883,437,1
195,883,437,1
196,871,457,1
197,861,479,1
198,861,479,1
199,861,479,1
200,850,494,1
201,840,488,1
202,840,488,1
203,840,488,1
204,831,484,1
205,831,484,1
206,-1,-1,0
207,-1,-1,0
208,-1,-1,0
209,812,490,1
210,812,489,1
211,-1,-1,0
212,-1,-1,0
213,-1,-1,0
214,794,496,1
215,794,496,1
216,-1,-1,0
217,-1,-1,0
218,-1,-1,0
219,-1,-1,0
220,-1,-1,0
221,-1,-1,0
222,-1,-1,0
223,-1,-1,0
224,-1,-1,0
225,-1,-1,0
226,-1,-1,0
227,-1,-1,0
228,-1,-1,0
229,-1,-1,0
230,-1,-1,0
231,-1,-1,0
232,-1,-1,0
233,-1,-1,0
234,-1,-1,0
235,-1,-1,0
236,-1,-1,0
237,-1,-1,0
238,-1,-1,0
239,-1,-1,0
240,-1,-1,0
241,-1,-1,0
242,-1,-1,0
243,-1,-1,0
